request_id,job_id,finish_reason,e2e_latency,num_prompt_tokens,num_generation_tokens,num_cached_tokens,prefix_cache_hit_rate,queued_time,prefill_time,inference_time,decode_time,max_tokens_param
chatcmpl-f6a23e5c1f09427c9199167917759a81,6,stop,59.74670147895813,1680,288,96,0.05714285714285714,0.24348651780746877,1.138701112009585,59.43630924099125,58.297608128981665,8192
chatcmpl-33a7c9a5e12a4e3cb7bcf1e2b9e7b2f9,2,stop,31.728434801101685,1674,48,1568,0.9366786140979689,3.9806123822927475e-05,0.1483233638573438,30.89477168698795,30.746448323130608,10000
chatcmpl-dee880750a144e5cb36bc04992690035,2,stop,30.707074403762817,1788,47,1664,0.930648769574944,3.8017984479665756e-05,0.1562405179720372,30.66086754994467,30.504627031972632,10000
chatcmpl-651c4db1804d4bb6b9105eea67d65970,7,stop,67.13422656059265,2435,345,944,0.38767967145790555,9.26959328353405e-05,1.116062245098874,65.29877950809896,64.18271726300009,10000
chatcmpl-6fa02630725a4dc482a9a51f01ef9d00,10,stop,51.858739614486694,2483,199,944,0.3801852597664116,3.891484811902046e-05,1.060414340114221,51.810945329023525,50.750530988909304,10000
chatcmpl-11cef661c76a45f99fb9205c9818a5dd,3,stop,31.834744930267334,3155,64,2832,0.8976228209191759,9.065307676792145e-05,5.797387965023518,26.577209372073412,20.779821407049894,10000
chatcmpl-ebc0c3eb5f59421e869a6f5b8898e33f,7,stop,2.394726514816284,3113,40,2768,0.8891744298104722,3.962102346122265e-05,0.327775021083653,2.361436589155346,2.033661568071693,10000
chatcmpl-23ee9e159d8742f28c870bb440731ed5,10,stop,42.18009305000305,2265,221,944,0.41677704194260484,3.5700853914022446e-05,0.9253971280995756,42.125967741943896,41.20057061384432,10000
chatcmpl-25f01f3037e44ad0aa03ad5b491e1a27,10,stop,2.2048463821411133,2875,42,2672,0.9293913043478261,3.8763973861932755e-05,0.23620452382601798,2.1598904749844223,1.9236859511584044,10000
chatcmpl-7e11ff641c0b40e49e84a1464f5b206c,6,stop,7.024078130722046,2503,119,944,0.37714742309228927,4.020705819129944e-05,1.0714851671364158,7.016885909950361,5.945400742813945,10000
chatcmpl-1c2ef1d87e61449faa7e48eff07608ea,2,stop,25.11081862449646,1872,47,1712,0.9145299145299145,3.593112342059612e-05,0.1991647209506482,25.10298618185334,24.90382146090269,10000
chatcmpl-14aefc9f92ce4eafb1f58fad076915a6,6,stop,79.34127497673035,13177,323,96,0.007285421567883433,3.595510497689247e-05,9.13275623996742,79.1264111129567,69.99365487298928,8192
chatcmpl-32124b6e109f4c9092cef34fa9cf4015,6,stop,8.361478328704834,2671,99,944,0.35342568326469487,4.077702760696411e-05,1.1764014200307429,8.355376044055447,7.178974624024704,10000
chatcmpl-e5ede0684206435eac64d9de76a5bc78,7,stop,31.37971782684326,1311,158,96,0.07322654462242563,0.0001467301044613123,3.5638804819900542,30.66203103400767,27.098150552017614,8192
chatcmpl-e4896d855cca4d3fa8fe07085bfac4a5,10,stop,72.77298855781555,2240,339,944,0.42142857142857143,3.561819903552532e-05,0.8714413759298623,72.73575630784035,71.86431493191049,10000
chatcmpl-a5859c1f8f204e31b3d3cbe24f9426e4,9,stop,72.045334815979,14668,342,96,0.00654485955822198,0.00013665505684912205,11.113194592995569,71.98259871802293,60.86940412502736,8192
chatcmpl-a5916ae4ff884058b6639bd83da6642e,2,stop,79.56324505805969,1938,462,944,0.4871001031991744,3.832089714705944e-05,0.7720518610440195,79.5556117258966,78.78355986485258,10000
